trans_id,lang,translation
直見駅前,ja-Hrkt,なおみえきまえ
野津原公民館,ja,野津原公民館
野津原公民館,ja-Hrkt,のつはるこうみんかん
野津原公民館,en,Notsuharu Kominkan
野津原公民館,ko,노쓰하루로코민칸
野津原公民館,zh-cn,野津原公民馆
野津原公民館,zh-tw,野津原公民館
金池,ja,金池
金池,ja-Hrkt,かないけ
築山古墳入口,ja,築山古墳入口
築山古墳入口,ja-Hrkt,つきやまこふんいりぐち
直川振興局,ja,直川振興局
直川振興局,ja-Hrkt,なおかわしんこうきょく
港公園入口,en,Minato Koen Iriguchi
港公園入口,ko,미나토코엔이리구치
港公園入口,zh-cn,港公園入口
港公園入口,zh-tw,港公园入口
影の木,en,Kagenoki
影の木,ko,가게노키
影の木,zh-cn,影之木
影の木,zh-tw,影之木
豊南,ja,豊南
豊南,ja-Hrkt,ほうなん
豊南,en,Honan
豊南,ko,호난
豊南,zh-cn,丰南
豊南,zh-tw,豐南
川原,en,Kawabaru
川原,ko,가와바루
川原,zh-cn,川原
川原,zh-tw,川原
轟峠,ja,轟峠
轟峠,ja-Hrkt,とどろきとうげ
轟峠,en,Todorokitoge
轟峠,ko,도도로키토게
轟峠,zh-cn,轟峠
轟峠,zh-tw,轰峠
大在政所,en,Ozai Madokoro
大在政所,ko,오자이마도코로
大在政所,zh-cn,大在政所
大在政所,zh-tw,大在政所
横尾,ja,横尾
横尾,ja-Hrkt,よこお
浄雲寺,en,Jyounji
浄雲寺,ko,조운지
浄雲寺,zh-cn,净云寺
浄雲寺,zh-tw,淨雲寺
棚野,en,Tanano
棚野,ko,다나노
棚野,zh-cn,棚野
棚野,zh-tw,棚野
後田,en,Ushiroda [Minaharu Danchigawa]
後田,ko,우시로다 [미나하루단치가와]
後田,zh-cn,后田［皆春团地侧］
後田,zh-tw,後田［皆春團地側］
高江北１丁目,en,Takae Kita 1 Chome
高江北１丁目,ko,다카에키타잇초메
高江北１丁目,zh-cn,高江北１丁目
高江北１丁目,zh-tw,高江北１丁目
田中,ja,田中
田中,ja-Hrkt,たなか
三軒屋,ja,三軒屋
三軒屋,ja-Hrkt,さんげんや
晞干,ja,晞干
晞干,ja-Hrkt,ひるほし
上北下郡,en,Kami Kitashimogori
上北下郡,ko,가미키타시모고오리
上北下郡,zh-cn,上北下郡
上北下郡,zh-tw,上北下郡
牧原,ja,牧原
牧原,ja-Hrkt,まきばる
牧原,en,Makibaru
牧原,ko,마키바루
牧原,zh-cn,牧原
牧原,zh-tw,牧原
木田重機前,en,Kida Juki mae
木田重機前,ko,기다주키마에
木田重機前,zh-cn,木田重机前
木田重機前,zh-tw,木田重機前
富士見が丘東,en,Fujimigaoka Higashi
富士見が丘東,ko,후지미가오카히가시
富士見が丘東,zh-cn,富士见丘东
富士見が丘東,zh-tw,富士見丘東
国分新町入口,ja,国分新町入口
国分新町入口,ja-Hrkt,こくぶしんまちいりぐち
国分新町入口,en,Kokubu Shimmachi Iriguchi
国分新町入口,ko,고쿠부신마치이리구치
国分新町入口,zh-cn,国分新町入口
国分新町入口,zh-tw,國分新町入口
昭和通り,ja,昭和通り
昭和通り,ja-Hrkt,しょうわどおり
昭和通り,en,Showa Dori
昭和通り,ko,쇼와도리
昭和通り,zh-cn,昭和通
昭和通り,zh-tw,昭和通
福網代,ja,福網代
福網代,ja-Hrkt,ふくあじろ
米水津中学校前,ja,米水津中学校前
米水津中学校前,ja-Hrkt,よのうづちゅうがっこうまえ
米水津中学校前,en,Yonozu Chugakko mae
米水津中学校前,ko,요노즈추갓코마에
米水津中学校前,zh-cn,米水津中学校前
米水津中学校前,zh-tw,米水津中學校前
森中村,en,Morinakamura
森中村,ko,모리나카무라
森中村,zh-cn,森中村
森中村,zh-tw,森中村
稙田市民行政センター,ja,稙田市民行政センター
稙田市民行政センター,ja-Hrkt,わさだしみんぎょうせいせんたー
へつぎ病院前,ja,へつぎ病院前
へつぎ病院前,ja-Hrkt,へつぎびょういんまえ
狐窪,ja,狐窪
狐窪,ja-Hrkt,きつねくぼ
狐窪,en,Kitsunekubo
狐窪,ko,기쓰네쿠보
狐窪,zh-cn,狐窪
狐窪,zh-tw,狐洼
大石町一丁目,ja,大石町一丁目
大石町一丁目,ja-Hrkt,おおいしまちいっちょうめ
浜入口,ja,浜入口
浜入口,ja-Hrkt,はまいりぐち
上河原,en,Kami Gawara
上河原,ko,가미가와라
上河原,zh-cn,上河原
上河原,zh-tw,上河原
新屋敷,ja,新屋敷
新屋敷,ja-Hrkt,しんやしき
新屋敷,en,Shin-yashiki
新屋敷,ko,신야시키
新屋敷,zh-cn,新屋敷
新屋敷,zh-tw,新屋敷
殉教公園前,ja,殉教公園前
殉教公園前,ja-Hrkt,じゅんきょうこうえんまえ
殉教公園前,en,Junkyo Koen Mae
殉教公園前,ko,준쿄코엔마에
殉教公園前,zh-cn,殉教公园前
殉教公園前,zh-tw,殉教公園前
旭町,ja,旭町
旭町,ja-Hrkt,あさひまち
旭町,en,Asahimachi [Oita]
旭町,ko,아사히마치 [오이타]
旭町,zh-cn,旭町［大分］
旭町,zh-tw,旭町［大分］
パークシティ明野西,ja,パークシティ明野西
パークシティ明野西,ja-Hrkt,ぱーくしてぃあけのにし
上横瀬,ja,上横瀬
上横瀬,ja-Hrkt,かみよこせ
上横瀬,en,Kami Yokose
上横瀬,ko,가미요코세
上横瀬,zh-cn,上横濑
上横瀬,zh-tw,上橫瀨
大洲浜,en,Ozuhama
大洲浜,ko,오즈하마
大洲浜,zh-cn,大洲滨
大洲浜,zh-tw,大洲濱
池の上,ja,池の上
池の上,ja-Hrkt,いけのうえ
池の上,en,Ikenoue
池の上,ko,이케노우에
池の上,zh-cn,池之上
池の上,zh-tw,池之上
パークシティ明野ＳＣ,ja,パークシティ明野ＳＣ
パークシティ明野ＳＣ,ja-Hrkt,ぱーくしてぃあけのしょっぴんぐせんたーまえ
パークシティ明野ＳＣ,en,Park City Akeno Shopping Center
パークシティ明野ＳＣ,ko,파크시티아케노쇼핑센터
パークシティ明野ＳＣ,zh-cn,公园城明野购物中心
パークシティ明野ＳＣ,zh-tw,公園城明野購物中心
野津黒土,en,Notsu Kurotsuchi
野津黒土,ko,노쓰쿠로쓰치
野津黒土,zh-cn,野津黑土
野津黒土,zh-tw,野津黑土
尺間登山口,ja,尺間登山口
尺間登山口,ja-Hrkt,しゃくまとざんぐち
国分新町,ja,国分新町
国分新町,ja-Hrkt,こくぶしんまち
国分新町,en,Kokubu Shimmachi
国分新町,ko,고쿠부신마치
国分新町,zh-cn,国分新町
国分新町,zh-tw,國分新町
中津留,en,Nakazuru [Naokawa]
中津留,ko,나카즈루 [나오카와]
中津留,zh-cn,中津留［直川］
中津留,zh-tw,中津留［直川］
赤野,ja,赤野
赤野,ja-Hrkt,あかの
赤野,en,Akano
赤野,ko,아카노
赤野,zh-cn,赤野
赤野,zh-tw,赤野
コスモタウン,ja,コスモタウン
コスモタウン,ja-Hrkt,こすもたうん
コスモタウン,en,Cosmo Town
コスモタウン,ko,고스모타운
コスモタウン,zh-cn,宇宙城
コスモタウン,zh-tw,宇宙城
福戸鼻,ja,福戸鼻
二又,ja,二又
二又,ja-Hrkt,ふたまた
上り尾,ja,上り尾
上り尾,ja-Hrkt,あがりお
上り尾,en,Agario
上り尾,ko,아가리오
上り尾,zh-cn,上尾
上り尾,zh-tw,上尾
東久原,ja,東久原
東久原,ja-Hrkt,ひがしくばる
東久原,en,Higashi Kubaru
東久原,ko,히가시쿠바루
東久原,zh-cn,东久原
東久原,zh-tw,東久原
片山入口,en,Katayama Iriguchi
片山入口,ko,가타야마이리구치
片山入口,zh-cn,片山入口
片山入口,zh-tw,片山入口
金谷,ja,金谷
金谷,ja-Hrkt,かなや
金谷,en,Kanaya
金谷,ko,가나야
金谷,zh-cn,金谷
金谷,zh-tw,金谷
羽田入口,en,Hada Iriguchi
羽田入口,ko,하다이리구치
羽田入口,zh-cn,羽田入口
羽田入口,zh-tw,羽田入口
野津原,en,Notsuharu
野津原,ko,노쓰하루
野津原,zh-cn,野津原
野津原,zh-tw,野津原
田尻ＧＨ北,ja,田尻ＧＨ北
田尻ＧＨ北,ja-Hrkt,たじりぐりーんはいつきた
田尻ＧＨ北,en,Tajiri Green Heights Kita
田尻ＧＨ北,ko,다지리그린하이츠키타
田尻ＧＨ北,zh-cn,田尻绿地住宅区北
田尻ＧＨ北,zh-tw,田尻綠地公寓北
宗方,en,Munakata
宗方,ko,무나카타
宗方,zh-cn,宗方
宗方,zh-tw,宗方
緑が丘五丁目,en,Midorigaoka 5 Chome
緑が丘五丁目,ko,미도리가오카고초메
緑が丘五丁目,zh-cn,绿丘五丁目
緑が丘五丁目,zh-tw,綠丘五丁目
畑木,en,Hatagi
畑木,ko,하타기
畑木,zh-cn,畑木
畑木,zh-tw,畑木
代後,ja,代後
代後,ja-Hrkt,だいご
佐賀関,ja,佐賀関
佐賀関,ja-Hrkt,さがのせき
佐賀関,en,Saganoseki
佐賀関,ko,사가노세키
佐賀関,zh-cn,佐贺关
佐賀関,zh-tw,佐賀關
上市本村,ja,上市本村
上市本村,ja-Hrkt,かみいちほんむら
船付場,ja,船付場
船付場,ja-Hrkt,ふなつきば
船付場,en,Funatsukiba
船付場,ko,후나쓰키바
船付場,zh-cn,船付場
船付場,zh-tw,船付场
尾浦集会所,ja,尾浦集会所
尾浦集会所,ja-Hrkt,おうらしゅうかいしょ
寒田南町二丁目,ja,寒田南町二丁目
寒田南町二丁目,ja-Hrkt,そうだみなみまちにちょうめ
色利,ja,色利
色利,ja-Hrkt,いろり
色利,en,Irori
色利,ko,이로리
色利,zh-cn,色利
色利,zh-tw,色利
教育会館入口,en,Kyoiku Kaikan Iriguchi
教育会館入口,ko,교이쿠카이칸이리구치
教育会館入口,zh-cn,教育会馆入口
教育会館入口,zh-tw,教育會館入口
田尻ＮＴ入口,en,Tajiri New Town Iriguchi
田尻ＮＴ入口,ko,다지리뉴타운이리구치
田尻ＮＴ入口,zh-cn,田尻新城入口
田尻ＮＴ入口,zh-tw,田尻新城入口
福城寺前,ja,福城寺前
福城寺前,ja-Hrkt,ふくじょうじまえ
福城寺前,en,Fukujoji Mae
福城寺前,ko,후쿠조지마에
福城寺前,zh-cn,福城寺前
福城寺前,zh-tw,福城寺前
判田中学校前,ja,判田中学校前
判田中学校前,ja-Hrkt,はんだちゅうがっこうまえ
高城,en,Takajo
高城,ko,다카조
高城,zh-cn,高城
高城,zh-tw,高城
小浦,ja,小浦
小浦,ja-Hrkt,こうら
小浦,en,Koura
小浦,ko,고우라
小浦,zh-cn,小浦
小浦,zh-tw,小浦
直川中学校前,ja-Hrkt,なおかわちゅうがっこうまえ
直川中学校前,en,Naokawa Chugakko mae
直川中学校前,ko,나오카와추갓코마에
直川中学校前,zh-cn,直川中学校前
直川中学校前,zh-tw,直川中學校前
大分高等技術専門校,ja,大分高等技術専門校
大分高等技術専門校,ja-Hrkt,おおいたこうとうぎじゅつせんもんこう
津井,ja,津井
津井,ja-Hrkt,つい
津井,en,Tsui
津井,ko,쓰이
津井,zh-cn,津井
津井,zh-tw,津井
上野,ja,上野
上野,ja-Hrkt,うえの
上野,en,Ueno
上野,ko,우에노
上野,zh-cn,上野
上野,zh-tw,上野
文政開,ja,文政開
文政開,ja-Hrkt,ぶんせいかい
西田病院,en,Nishida Byoin
西田病院,ko,니시다뵤인
西田病院,zh-cn,西田医院
西田病院,zh-tw,西田醫院
別保小学校入口,en,Beppo Shogakko Iriguchi
別保小学校入口,ko,벳포쇼갓코이리구치
別保小学校入口,zh-cn,别保小学校入口
別保小学校入口,zh-tw,別保小學校入口
明治農協前,ja,明治農協前
明治農協前,ja-Hrkt,めいじのうきょうまえ
旦の原,ja,旦の原
旦の原,ja-Hrkt,だんのはる
城南西町,ja,城南西町
城南西町,ja-Hrkt,じょうなんにしまち
鶴田入口,ja,鶴田入口
鶴田入口,ja-Hrkt,つるたいりぐち
鶴田入口,en,Tsuruta Iriguchi
鶴田入口,ko,쓰루타이리구치
鶴田入口,zh-cn,鹤田入口
鶴田入口,zh-tw,鶴田入口
片島中,ja,片島中
片島中,ja-Hrkt,かたしまなか
宇目振興局前,ja-Hrkt,うめしんこうきょくまえ
宇目振興局前,en,Ume Shinkokyoku mae
宇目振興局前,ko,우메신코쿄쿠마에
宇目振興局前,zh-cn,宇目振兴局前
宇目振興局前,zh-tw,宇目振興局前
歴史資料館入口,ja,歴史資料館入口
歴史資料館入口,ja-Hrkt,れきししりょうかんいりぐち
緑豊小学校入口,ja-Hrkt,りょくほうしょうがっこういりぐち
緑豊小学校入口,en,Ryokuho Shogakko Iriguchi
緑豊小学校入口,ko,료쿠호쇼갓코이리구치
緑豊小学校入口,zh-cn,绿丰小学校入口
緑豊小学校入口,zh-tw,綠豐小學校入口
明野南町,en,Akeno Minamimachi
明野南町,ko,아케노미나미마치
明野南町,zh-cn,明野南町
明野南町,zh-tw,明野南町
大手前,en,Ote Mae
大手前,ko,오테마에
大手前,zh-cn,大手前
大手前,zh-tw,大手前
下府坂,ja,下府坂
下府坂,ja-Hrkt,しもふさか
下府坂,en,Shimo Fusaka
下府坂,ko,시모후사카
下府坂,zh-cn,下府坂
下府坂,zh-tw,下府坂
番匠,ja,番匠
番匠,ja-Hrkt,ばんじょう
番匠,en,Banjo
番匠,ko,반조
番匠,zh-cn,番匠
番匠,zh-tw,番匠
ふじが丘東口,ja,ふじが丘東口
ふじが丘東口,ja-Hrkt,ふじがおかひがしぐち
大浜入口,en,Ohama Iriguchi
大浜入口,ko,오하마이리구치
大浜入口,zh-cn,大濱入口
大浜入口,zh-tw,大滨入口
北公園前,en,Kita Koen Mae
北公園前,ko,기타코엔마에
北公園前,zh-cn,北公园前
北公園前,zh-tw,北公園前
宗方台中央,ja,宗方台中央
宗方台中央,ja-Hrkt,むなかただいちゅうおう
県立病院入口,ja,県立病院入口
県立病院入口,ja-Hrkt,けんりつびょういんいりぐち
新賀来橋,en,Shinkakubashi
新賀来橋,ko,신카쿠바시
新賀来橋,zh-cn,新贺来桥
新賀来橋,zh-tw,新賀來橋
皆春,ja,皆春
皆春,ja-Hrkt,みなはる
皆春,en,Minaharu
皆春,ko,미나하루
皆春,zh-cn,皆春
皆春,zh-tw,皆春
萩原本町,en,Hagiwara Hommachi
萩原本町,ko,하기와라혼마치
萩原本町,zh-cn,萩原本町
萩原本町,zh-tw,萩原本町
福泊,ja,福泊
福泊,ja-Hrkt,ふくどまり
岩田町三丁目,ja,岩田町三丁目
岩田町三丁目,ja-Hrkt,いわたまちさんちょうめ
別保橋,en,Beppobashi
別保橋,ko,벳포바시
別保橋,zh-cn,别保桥
別保橋,zh-tw,別保橋
種具,ja,種具
種具,ja-Hrkt,たねぐ
種具,en,Tanegu
種具,ko,다네구
種具,zh-cn,种具
種具,zh-tw,種具
サンリブわさだ前,ja,サンリブわさだ前
サンリブわさだ前,ja-Hrkt,さんりぶわさだまえ
緑が丘四丁目,ja,緑が丘四丁目
緑が丘四丁目,ja-Hrkt,みどりがおかよんちょうめ
富士見が丘センター前,ja,富士見が丘センター前
富士見が丘センター前,ja-Hrkt,ふじみがおかせんたーまえ
富士見が丘センター前,en,Fujimigaoka Center Mae
富士見が丘センター前,ko,후지미가오카센터마에
富士見が丘センター前,zh-cn,富士见丘中心前
富士見が丘センター前,zh-tw,富士見丘中心前
喜多里団地,ja,喜多里団地
喜多里団地,ja-Hrkt,きたさとだんち
一の瀬,ja,一の瀬
一の瀬,ja-Hrkt,いちのせ
松が丘中央,ja,松が丘中央
松が丘中央,ja-Hrkt,まつがおかちゅうおう
バイパス羽田,ja,バイパス羽田
バイパス羽田,ja-Hrkt,ばいぱすはだ
バイパス羽田,en,Bypass Hada
バイパス羽田,ko,바이패스하다
バイパス羽田,zh-cn,迂回路羽田
バイパス羽田,zh-tw,外環道羽田
中向,en,Nakamukai
中向,ko,나카무카이
中向,zh-cn,中向
中向,zh-tw,中向
三ヶ田町,en,Miketamachi
三ヶ田町,ko,미케타마치
三ヶ田町,zh-cn,三田町
三ヶ田町,zh-tw,三田町
海崎入口,ja,海崎入口
海崎入口,ja-Hrkt,かいざきいりぐち
海崎入口,en,Kaizaki Iriguchi
海崎入口,ko,가이자키이리구치
海崎入口,zh-cn,海崎入口
海崎入口,zh-tw,海崎入口
大中尾,ja,大中尾
大中尾,ja-Hrkt,おおなかお
福泊,en,Fukudomari
福泊,ko,후쿠도마리
福泊,zh-cn,福泊
福泊,zh-tw,福泊
西大平,ja,西大平
西大平,ja-Hrkt,にしおひら
西大平,en,Nishi Ohira
西大平,ko,니시오히라
西大平,zh-cn,西大平
西大平,zh-tw,西大平
月形,ja,月形
月形,ja-Hrkt,つきがた
月形,en,Tsukigata [Oita]
月形,ko,쓰키가타 [오이타]
月形,zh-cn,月形［大分］
月形,zh-tw,月形［大分］
舞鶴橋,ja,舞鶴橋
舞鶴橋,ja-Hrkt,まいづるばし
須賀,ja,須賀
須賀,ja-Hrkt,すが
羽田,en,Hada
羽田,ko,하다
羽田,zh-cn,羽田
羽田,zh-tw,羽田
下の口,ja,下の口
下の口,ja-Hrkt,しものくち
下の口,en,Shimonokuchi
下の口,ko,시모노쿠치
下の口,zh-cn,下之口
下の口,zh-tw,下之口
一の瀬,en,Ichinose [Notsuharu]
一の瀬,ko,이치노세 [노쓰하루]
一の瀬,zh-cn,一之濑［野津原］
一の瀬,zh-tw,一之瀨［野津原］
ＪＡ全農おおいた,ja,ＪＡ全農おおいた
ＪＡ全農おおいた,ja-Hrkt,じぇいえいぜんのうおおいた
畑中,ja,畑中
畑中,ja-Hrkt,はたけなか
畑中,en,Hatakenaka
畑中,ko,하타케나카
畑中,zh-cn,畑中
畑中,zh-tw,畑中
光吉台中央,ja,光吉台中央
光吉台中央,ja-Hrkt,みつよしだいちゅうおう
光吉台中央,en,Mitsuyoshidai Chuo
光吉台中央,ko,미쓰요시다이추오
光吉台中央,zh-cn,光吉台中央
光吉台中央,zh-tw,光吉台中央
三佐,ja,三佐
三佐,ja-Hrkt,みさ
大分大学前駅,ja,大分大学前駅
大分大学前駅,ja-Hrkt,おおいただいがくまええき
大分大学前駅,en,Oita Daigakumae Eki
大分大学前駅,ko,오이타다이가쿠마에에키
大分大学前駅,zh-cn,大分大学前站
大分大学前駅,zh-tw,大分大學前站
城南センター前,ja,城南センター前
城南センター前,ja-Hrkt,じょうなんせんたーまえ
城南センター前,en,Jonan Center Mae
城南センター前,ko,조난센터마에
城南センター前,zh-cn,城南中心前
城南センター前,zh-tw,城南中心前
塚原入口,ja,塚原入口
塚原入口,ja-Hrkt,つかばるいりぐち
塚原入口,en,Tsukabaru Iriguchi
塚原入口,ko,쓰카바루이리구치
塚原入口,zh-cn,冢原入口
塚原入口,zh-tw,塚原入口
祇園,en,Gion
祇園,ko,기온
祇園,zh-cn,祗園
祇園,zh-tw,祗园
岡,ja,岡
岡,ja-Hrkt,おか
岡,en,Oka [Oita]
岡,ko,오카 [오이타]
岡,zh-cn,冈［大分］
岡,zh-tw,岡［大分］
教育センター前,ja,教育センター前
教育センター前,ja-Hrkt,きょういくせんたーまえ
教育センター前,en,Kyoiku Center Mae
教育センター前,ko,교육센터마에
教育センター前,zh-cn,教育中心前
教育センター前,zh-tw,教育中心前
竜泉寺前,ja,竜泉寺前
竜泉寺前,ja-Hrkt,りゅうせんじまえ
三川下公民館前,ja,三川下公民館前
三川下公民館前,ja-Hrkt,みつがわしもこうみんかんまえ
国分,ja,国分
国分,ja-Hrkt,こくぶ
利光,en,Toshimitsu
利光,ko,도시미쓰
利光,zh-cn,利光
利光,zh-tw,利光
竜泉寺前,en,Ryusenji Mae
竜泉寺前,ko,류센지마에
竜泉寺前,zh-cn,龙泉寺前
竜泉寺前,zh-tw,龍泉寺前
直川駅前,ja,直川駅前
直川駅前,ja-Hrkt,なおかわえきまえ
直川駅前,en,Naokawa Eki Mae
直川駅前,ko,나오카와에키마에
直川駅前,zh-cn,直川站前
直川駅前,zh-tw,直川站前
新貝天満社前,ja,新貝天満社前
新貝天満社前,ja-Hrkt,しんがいてんまんしゃまえ
新貝天満社前,en,Shingai Temmansha Mae
新貝天満社前,ko,신가이텐만샤마에
新貝天満社前,zh-cn,新贝天满社前
新貝天満社前,zh-tw,新貝天滿社前
中央通り①,ja,中央通り①
中央通り①,ja-Hrkt,ちゅうおうどおり
中央通り①,en,Chuo Dori ①[Tokiwa Mae 1]
中央通り①,ko,추오도리① [토키와마에1]
中央通り①,zh-cn,中央通①［ＴＯＫＩＷＡ前１］
中央通り①,zh-tw,中央通①［ＴＯＫＩＷＡ前１］
